Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
139,20160818-0015,Geschlossen,MyCampus,"
 Wir haben im Webportal MyCampus unter: Infos fuer Studierende (HSLU M)  Dokumente fuers Studium, eine neue Seite eingefuegt Informationen fuer Neustudierende 
 Wir haben dabei u.a. Rich Text Teaser verwendet bei der Vorschau haben wir aber festgestellt, dass der Text nicht mehr als Fliesstext dargestellt wird. Haben wir eine falsche Vorlage verwendet? Wie könnten wir diesen Text als Fliesstext darstellen? 

 ","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,30.59,18.08.2016 09:12,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
141,20160907-0086,Geschlossen,2 Fragen,"
Ich möchte eine gesamte Seite löschen. Sie ist bereits unsichtbar. Stage-Link:
 https://stage-www.hslu.ch/de-ch/design-kunst/forschung/zeichnen-ueber-die-forschung/medela-emotion-through-textiles/
Damit ich keine broken Links habe, habe ich auch einfach alle Inhalte gelöscht. Dennoch kommt untenstehende Meldung: 
Es ist ein Richtext-Teaser (shared content, daher löschte ich ihn nicht ganz), bei dem zwar frueher mal ein Link zur betreffenden Seite war, aber den habe ich schon vor 2 Wochen gelöscht.
 Die anderen 4 Links fuehren nicht zur betreffenden Seite.
Ihr seht ja im Screenshot den Ort des Tasers bei Bedarf
 Kann ich die Seite trotzdem einfach löschen, oder muss ich noch was machen?
 ","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu löschen kann so vorgegangen werden:
 1) Auf die zu löschende Seite navigieren und im Ribbon-Menü den Befehl ""Home > Delete Page"" aufrufen.
2) Den Warnhinweis lesen und gegebenenfalls auf OK klicken.
3) Zeigen Links auf dieses Seite, erscheint ein weiteres Hinweisfenster. Es muss entschieden werden, was mit diesen Linkst geschehen soll 
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm)",Dokumentation nicht gelesen,12.71,07.09.2016 17:05,Service Request,E-Mail,yes,site delete,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
146,20161027-0116,Geschlossen,Bild einfÃƒÆ’¼gen,"
 Wenn ich in verschiedenen Containern eigene Bilder einfuegen möchte, sprich Bilder von meine Computer, wie muss ich das machen? Ich dachte man muesse auf upload und hätte dann Zugriff. Die Bilder habe ich bereits vorbereitet und ans richtige Format angepasst.","[Hier](https://applsupport.hslu.ch/webhelp/index.html?hm_upload_files.htm) steht beschrieben, wie du Bilder in die Media Library lädst: 1. Im Ribbon-Menü Campus > Media Library wählen.

2.In der Media Library im Item Tree der entsprechenden Ordner für deinen Speicherort auswählen. Wenn kein Ordner ausgewählt wird, erscheint eine Fehlermeldung, die das Speichern der Datei oder des Bildes verhindert.
  
3.Im Reiter Folder auf das Upload-Files-Icon klicken.
 
4.Gewünschte Dateien im Explorer-Fenster auswählen, z.B. Bilder und auföffnen klicken. Die Bilder werden hoch geladen.
 
Hinweis: Mit gedrückter Ctrl-Taste können mehrere Files ausgewählt werden.

5.Die Files wurden in den ausgewählten Ordner (hier der Ordner ta) hoch geladen. Im rechten Bereich Media werden die Bildinhalte mit einem Warnhinweis dargestellt. Dies, weil bei den Bilder noch die Alt-Texte fehlen und ausgefüllt werden müssen.
 

6.Links im Item Tree auf das jeweilige Bild klicken und anschliessend im Content Bereich auf der rechten Seite den Alt-Text eingeben. Dieser Text sollte das Bild beschreiben. Die Eingaben speichern.
 Danach kannst du beim entsprechenden Teaser das gewuenschte Bild einfuegen.
 Du kannst ein Bild auch direkt ueber den Teaser uploaden. Dazu auf das ""bearbeiten""-Icon des Teasers klicken, beim Feld ""Bild"" auf Browse klicken und dann auf Upload.
 ",Dokumentation nicht gelesen,13.89,27.10.2016 15:11,Service Request,E-Mail,yes,picture upload,https://applsupport.hslu.ch/webhelp/index.html?hm_upload_files.htm,,,
147,20161028-0072,Geschlossen,Suche,"
 Wie kann man Herrn x gänzlich aus der Website verbannen? Wenn man ihn sucht, erscheint er noch unter den Resultaten. 
 
 ","Die Personenprofile werden direkt aus dem Evento herausgezogen. Wenn eine Person also nicht in der Suche auftaucht, kläre am besten mit dem Sekretariat ab, ob diese Person im Evento richtig erfasst wurde.
 ",Dokumentation nicht gelesen,51.48,28.10.2016 14:46,Service Request,E-Mail,yes,contact search,no,,,
151,20161118-0029,Geschlossen,Shortcut Campus W,"
 Gibt es auf diese Seite hier schon einen Short-Cut? Ich habe paar Varis probiert aber nicht fuendig geworden. 
 https://www.hslu.ch/en/lucerne-school-of-business/campus/
 
 sonst wuerden wir gerne einrichten lassen: 
 /campus-business
 Bis Ende November. 
 ","Um nachzuschauen, ob bereits ein Shortcut für eine bestimmte Seite eingerichtet wurde, kann im Content Editor zur Seite navigiert werden und im Reiter über Navigation > Links nachgeschaut werden, welche Links auf die Seite führen.
",Dokumentation nicht gelesen,17.37,18.11.2016 09:43,Service Request,E-Mail,yes,shortcut for site lookup,no,,,
154,20170124-0136,Geschlossen,englische Seiten IKM,"
 Das IKM hat fuer (fast) alle Webseiten eine englische Version, ohne übersetzte Inhalte. Nun möchte ich alle diese Seiten löschen. Sollte ich dir eine Liste mit den URLs senden, damit du Umleitungen einrichten kannst?","Wenn es sich nur um englische Versionen handelt, müssen keine Weiterleitungen eingerichtet werden, da automatische die deutsche als Backup erscheint, falls jemand noch eine englische URL vorliegen hätte. Du kannst die Versionen einfach löschen.
 
 ",Dokumentation nicht gelesen,19.17,24.01.2017 16:28,Service Request,E-Mail,yes,site delete englisch redirect,no,,,
156,20170127-0033,Geschlossen,Seite mit dynamischer Infobox," Ich möchte eine Info-Box ab einem bestimmten Tag terminieren. Wie geht das?
 ","Elemente kann man wie folgt timen: 
1. Element im Backend bei der entsprechenden Seite auswählen.
2. Dort das Publish-Datum in die Zukunft setzen. 
Das Item wird dann am nächsten Veröffentlichungszeitpungk (12:05 und 00:05) nach dem erreichen des Publishing Datums live geschalten. Also z.B. wenn es ab 29.1. Mitternacht online sein soll dann 28.1. 23:30 auswählen.
 
Mehr Infos dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm)
In der Preview kannst du dann testen ob es funktioniert (bei ""Experience"" Datum auswählen)
 
 ",Dokumentation nicht gelesen,0.85,27.01.2017 09:27,Service Request,E-Mail,yes,element time publishing,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
159,20170227-0085,Geschlossen,WG: Students meet Post,"Ich wollte beiliegendes Bild auf unsere Careers Service Website hochladen. Ich habe es auf ein Teaser-Format angepasst, siehe Beilage 2 doch live gibt es mir eine Fehlermeldung an.
 https://stage-www.hslu.ch/de-ch/careers/?sc_mode=edit&sc_debug=0&sc_trace=0&sc_prof=0&sc_ri=0&sc_rb=0
Kannst Du mir sagen wo das Problem ist fuer dieses Bild? Ist es evtl. die Bildgrösse? Die Qualität scheint mir eigentlich ok zu sein.
 ","Um Fehlermeldungen bei Bildern zu vermeidern, muss das Bild auf die richtige Grösse zugeschnitten werden, progressiv gespeichert werden und ohne Sonderzeichen benannt werden (Umlaute und Klammern sind z.B. nicht erlaubt).  
- Die Maquetten visualisieren, zu welchem Format ein Bild zugeschnitten werden muss. Zudem findest du hier eine Auflistung aller Bildergrössen: [https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm)
- Hier steht beschrieben, wie die Bilder aufbereitet werden müssen: [http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm](http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm)
- Hier die Anleitung zur Namenskonvention [https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm)
 ",Dokumentation nicht gelesen,0.18,27.02.2017 16:02,Service Request,E-Mail,yes,picture error,no,,,
172,20170515-0052,Geschlossen,WG: Anpassung auf Homepage,"Wir haben bemerkt, dass auf der Homepage bei der Raumverwaltung in Zug noch eine alte Telefonnummer einer ehemaligen Mitarbeiterin vermerkt ist, welche inzwischen ungültig ist.","[Hier](https://inside.hslu.ch/mk/Seiten/InfoWiki/Webseite.aspx) bei den Docs findest du eine Zuständigkeitsliste.
",Dokumentation nicht gelesen,10.55,15.05.2017 14:43,Service Request,E-Mail,yes,responsibility website,no,,,
180,20170626-0029,Geschlossen,Umleitung,Könnt ihr bitte die Nummer auf unsere allgemeine IFZ-Nummer anpassen T +41 41 757 67 67 ?,"Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite umzubennenen, kann so vorgegangen werden:
Um Seiten nach deren Erstellung umzubenennen ins Backend navigieren
Im Backend zur umzubenennenden Seite navigieren und den Befehl ""Home > Rename"" wählen und im folgenden Dialog den neuen Seiten-Namen inklusive Präfix eingeben.
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm)",Dokumentation nicht gelesen,11.57,26.06.2017 08:55,Service Request,E-Mail,yes,site rename,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm,,,
186,20170811-0028,Geschlossen,Sitecore Login,"Durch meine heutige Umstellung auf Windows 10 habe ich meine Login-URL für Sitecore verloren. Könntet ihr mir kurz den Link zusenden?
 
","Das Login ist das normale HSLU-Login, man muss aber immer campus\ vor den Benutzernamen schreiben
- Login-Seite Live: [https://stage-www.hslu.ch/sitecore/login](https://int-stage-www.hslu.ch/sitecore/login)
- Login-Seite Schulungsumgebung: [https://int-stage-www.hslu.ch/sitecore/login](https://int-stage-www.hslu.ch/sitecore/login)""",Dokumentation nicht gelesen,11.05,11.08.2017 09:26,Service Request,E-Mail,yes,login,https://applsupport.hslu.ch/webhelp/index.html?hm_login.htm,,,
205,20171017-0009,Geschlossen,"englische Seite mit Hinweis ""some content is not...""",https://www.hslu.ch/de-ch/hochschule-luzern/ueber-uns/standorte/raum-mieten/zug/,"Falls alle Texte auf englisch übersetzt wurden, und die Meldung 'Some Content is only available in German' immer noch erscheint, liegt es daran, dass es von mindestens einem Element auf der Seite noch keine Englische Version gibt. Damit die Meldung verschwindet muss von jedem Element, auch Bilder und PDFs, eine englische Version erstellt werden. Im Backend kannst du jedes Element durchgehen und so leicht nachschauen, welche Items noch keine englische Version besitzt.
Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. 
Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. 
Bitte auch die Alt-Texte der Bilder kontrollieren.  
[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,15.03,17.10.2017 08:22,Service Request,E-Mail,yes,warning some content is only available in german,no,,,
209,20171110-0060,Geschlossen,FrÃƒÆ’Ã‚Â¶gli,"
 Ich hab heute meinem Gottikind den Link zu den Musik-Info-Tagen weitergeschickt via Handy. Hab auch grad via Handy die Seite www.hslu.ch/m-info-tage besucht. Wieso sieht man das Moodboard nicht? Hinterlegt haben wir es nämlich. 
 ","Für mobile und Desktop sind unterschiedliche Moodboards zugewiesen. Die sind nicht automatisch gleich und müssen bei mobile und bei Desktop separat zugewiesen bzw. entfernt werden. Wird das Moodboard in der mobilen Version falsch oder gar nicht angezeigt, liegt es oft daran, dass kein mobiles Moodboard erstellt wurde oder dieses nicht vollständig konfiguriert wurde. 
1. In der Media Library muss ein seperates Bild für die Desktop und MoileMoodboardversion hochgeladen werden. 
2. Beim Zuweisen von Bild zum Moodboard, muss bei mobile das mobile Bild ausgwählt werden.
3. Bei den Page Options muss der Seite sowohl ein Desktop Moodboard als auch ein mobiles Moodboard zugewiesen werden. 
Hier die Anleitungslinks dazu:
https://applsupport.hslu.ch/webhelp/hm_neues_bild_direkt_hochladen.htm
https://applsupport.hslu.ch/webhelp/index.html?hm_eigene_und___oder_shared_slide.htm",Dokumentation nicht gelesen,0,10.11.2017 12:08,Service Request,E-Mail,yes,moodboard mobile,no,,,
214,20171130-0120,Geschlossen,Anmeldung Webredaktion,"
 Bei uns an der Forschung D&K gibt es in der Webredaktion einen Stellenwechsel. Wie kann sich Tobias fuer den obligatorischen Webredaktionkurs anmelden? Ich habe im Intranet nichts gefunden.
 ","Informationen zur Schulungsanmeldungen findest du hier: https://inside.hslu.ch/mk/Seiten/InfoWiki/Webseite.aspx
 ",Dokumentation nicht gelesen,7.69,30.11.2017 16:20,Service Request,E-Mail,yes,training course,no,,,
217,20171207-0099,Geschlossen,Moodboard mobile,"
 Ich versuche gerade, einer Webseite mobile Moodboards zuzuordnen. 
 Ich gehe wie folgt vor:
 1. Schritt) Bilder progressiv im Format 750x300 abspeichern
 2. Schritt) Bilder in Media Library hochladen
 3. Schritt) Neuen Slide Ordner in Shared Data erstellen (""IDA mobile""), neue Slides erstellen und Bilder mit Media Library verknuepfen
 4. Schritt) Auf gewuenschter Seite Page Options->Moodboard Slides (mobile)->Bilder aus Shared Data zuordnen
 Leider erscheint im Preview kein Bild, sondern nur ein grauer Kasten mit der Formatvorgabe (siehe screenshot). Was mache ich falsch?
 ","Für mobile und Desktop sind unterschiedliche Moodboards zugewiesen. Die sind nicht automatisch gleich und müssen bei mobile und bei Desktop separat zugewiesen bzw. entfernt werden. Wird das Moodboard in der mobilen Version falsch oder gar nicht angezeigt, liegt es oft daran, dass kein mobiles Moodboard erstellt wurde oder dieses nicht vollständig konfiguriert wurde. 
1. In der Media Library muss ein seperates Bild für die Desktop und MoileMoodboardversion hochgeladen werden. 
2. Beim Zuweisen von Bild zum Moodboard, muss bei mobile das mobile Bild ausgwählt werden.
3. Bei den Page Options muss der Seite sowohl ein Desktop Moodboard als auch ein mobiles Moodboard zugewiesen werden. 
Hier die Anleitungslinks dazu:
https://applsupport.hslu.ch/webhelp/hm_neues_bild_direkt_hochladen.htm
https://applsupport.hslu.ch/webhelp/index.html?hm_eigene_und___oder_shared_slide.htm",Dokumentation nicht gelesen,1.89,07.12.2017 15:06,Service Request,E-Mail,yes,moodboard mobile,no,,,
